"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 01 18:48:22 GMT 2024","Fri Mar 01 18:48:24 GMT 2024","1539","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","verifyLanguageByReminderText","Change login page language",""
"passed","Fri Mar 01 18:47:35 GMT 2024","Fri Mar 01 18:47:36 GMT 2024","1255","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"broken","Fri Mar 01 18:47:37 GMT 2024","Fri Mar 01 18:47:48 GMT 2024","11315","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"broken","Fri Mar 01 18:48:08 GMT 2024","Fri Mar 01 18:48:19 GMT 2024","11065","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","successfulLogin","Login with valid credentials",""
"passed","Fri Mar 01 18:48:06 GMT 2024","Fri Mar 01 18:48:07 GMT 2024","1327","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","openReminderPage","Open Send a reminder page",""
"passed","Fri Mar 01 18:48:01 GMT 2024","Fri Mar 01 18:48:03 GMT 2024","1947","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"passed","Fri Mar 01 18:48:20 GMT 2024","Fri Mar 01 18:48:21 GMT 2024","1510","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","verifyLanguageByReminderText","Change login page language",""
"broken","Fri Mar 01 18:47:49 GMT 2024","Fri Mar 01 18:48:00 GMT 2024","11237","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"passed","Fri Mar 01 18:48:04 GMT 2024","Fri Mar 01 18:48:05 GMT 2024","1301","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","openRegistrationPage","Open Send a registration page",""
"passed","Fri Mar 01 18:48:25 GMT 2024","Fri Mar 01 18:48:26 GMT 2024","1438","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","verifyLanguageByReminderText","Change login page language",""
