"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 01 19:19:02 GMT 2024","Fri Mar 01 19:19:05 GMT 2024","2173","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"passed","Fri Mar 01 19:19:24 GMT 2024","Fri Mar 01 19:19:26 GMT 2024","1526","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","verifyLanguageByReminderText","Change login page language",""
"broken","Fri Mar 01 19:18:50 GMT 2024","Fri Mar 01 19:19:01 GMT 2024","11302","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"passed","Fri Mar 01 19:19:05 GMT 2024","Fri Mar 01 19:19:07 GMT 2024","1304","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","openRegistrationPage","Open Send a registration page",""
"passed","Fri Mar 01 19:18:36 GMT 2024","Fri Mar 01 19:18:37 GMT 2024","1140","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"broken","Fri Mar 01 19:19:10 GMT 2024","Fri Mar 01 19:19:21 GMT 2024","11266","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","successfulLogin","Login with valid credentials",""
"broken","Fri Mar 01 19:18:38 GMT 2024","Fri Mar 01 19:18:49 GMT 2024","11375","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"passed","Fri Mar 01 19:19:26 GMT 2024","Fri Mar 01 19:19:28 GMT 2024","1529","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","verifyLanguageByReminderText","Change login page language",""
"passed","Fri Mar 01 19:19:07 GMT 2024","Fri Mar 01 19:19:09 GMT 2024","1400","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","openReminderPage","Open Send a reminder page",""
"passed","Fri Mar 01 19:19:22 GMT 2024","Fri Mar 01 19:19:23 GMT 2024","1425","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","verifyLanguageByReminderText","Change login page language",""
