"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Mar 01 18:37:54 GMT 2024","Fri Mar 01 18:38:05 GMT 2024","11462","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"passed","Fri Mar 01 18:38:23 GMT 2024","Fri Mar 01 18:38:25 GMT 2024","1368","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","openReminderPage","Open Send a reminder page",""
"passed","Fri Mar 01 18:38:18 GMT 2024","Fri Mar 01 18:38:20 GMT 2024","2166","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"broken","Fri Mar 01 18:38:06 GMT 2024","Fri Mar 01 18:38:17 GMT 2024","11225","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"passed","Fri Mar 01 18:37:52 GMT 2024","Fri Mar 01 18:37:53 GMT 2024","1228","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"passed","Fri Mar 01 18:38:21 GMT 2024","Fri Mar 01 18:38:22 GMT 2024","1321","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","openRegistrationPage","Open Send a registration page",""
"passed","Fri Mar 01 18:38:40 GMT 2024","Fri Mar 01 18:38:41 GMT 2024","1462","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","verifyLanguageByReminderText","Change login page language",""
"passed","Fri Mar 01 18:38:42 GMT 2024","Fri Mar 01 18:38:43 GMT 2024","1436","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","verifyLanguageByReminderText","Change login page language",""
"broken","Fri Mar 01 18:38:25 GMT 2024","Fri Mar 01 18:38:37 GMT 2024","11320","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","successfulLogin","Login with valid credentials",""
"passed","Fri Mar 01 18:38:37 GMT 2024","Fri Mar 01 18:38:39 GMT 2024","1415","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","verifyLanguageByReminderText","Change login page language",""
