"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 02 09:04:51 GMT 2024","Sat Mar 02 09:04:53 GMT 2024","2141","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","successfulLogin","Login with valid credentials",""
"passed","Sat Mar 02 09:04:44 GMT 2024","Sat Mar 02 09:04:46 GMT 2024","1961","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"passed","Sat Mar 02 09:04:32 GMT 2024","Sat Mar 02 09:04:33 GMT 2024","1333","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"passed","Sat Mar 02 09:04:34 GMT 2024","Sat Mar 02 09:04:35 GMT 2024","1270","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"passed","Sat Mar 02 09:04:49 GMT 2024","Sat Mar 02 09:04:50 GMT 2024","1370","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","openReminderPage","Open Send a reminder page",""
"passed","Sat Mar 02 09:04:36 GMT 2024","Sat Mar 02 09:04:37 GMT 2024","1248","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"passed","Sat Mar 02 09:04:58 GMT 2024","Sat Mar 02 09:05:00 GMT 2024","1688","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","verifyLanguageByReminderText","Change login page language",""
"passed","Sat Mar 02 09:04:56 GMT 2024","Sat Mar 02 09:04:57 GMT 2024","1516","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","verifyLanguageByReminderText","Change login page language",""
"passed","Sat Mar 02 09:04:38 GMT 2024","Sat Mar 02 09:04:40 GMT 2024","1924","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"passed","Sat Mar 02 09:04:46 GMT 2024","Sat Mar 02 09:04:48 GMT 2024","1379","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","openRegistrationPage","Open Send a registration page",""
"passed","Sat Mar 02 09:04:54 GMT 2024","Sat Mar 02 09:04:55 GMT 2024","1455","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","verifyLanguageByReminderText","Change login page language",""
"passed","Sat Mar 02 09:04:41 GMT 2024","Sat Mar 02 09:04:43 GMT 2024","2086","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
