"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 02 08:26:52 GMT 2024","Sat Mar 02 08:26:53 GMT 2024","1561","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","verifyLanguageByReminderText","Change login page language",""
"passed","Sat Mar 02 08:26:01 GMT 2024","Sat Mar 02 08:26:02 GMT 2024","1258","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"broken","Sat Mar 02 08:26:03 GMT 2024","Sat Mar 02 08:26:15 GMT 2024","11411","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"passed","Sat Mar 02 08:26:31 GMT 2024","Sat Mar 02 08:26:32 GMT 2024","1390","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","openRegistrationPage","Open Send a registration page",""
"broken","Sat Mar 02 08:26:35 GMT 2024","Sat Mar 02 08:26:46 GMT 2024","11117","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","successfulLogin","Login with valid credentials",""
"passed","Sat Mar 02 08:26:49 GMT 2024","Sat Mar 02 08:26:51 GMT 2024","1527","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","verifyLanguageByReminderText","Change login page language",""
"passed","Sat Mar 02 08:26:33 GMT 2024","Sat Mar 02 08:26:34 GMT 2024","1372","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","openReminderPage","Open Send a reminder page",""
"broken","Sat Mar 02 08:26:16 GMT 2024","Sat Mar 02 08:26:27 GMT 2024","11264","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"passed","Sat Mar 02 08:26:47 GMT 2024","Sat Mar 02 08:26:48 GMT 2024","1574","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","verifyLanguageByReminderText","Change login page language",""
"passed","Sat Mar 02 08:26:28 GMT 2024","Sat Mar 02 08:26:30 GMT 2024","2169","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
