"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 01 19:43:41 GMT 2024","Fri Mar 01 19:43:43 GMT 2024","1260","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","openRegistrationPage","Open Send a registration page",""
"broken","Fri Mar 01 19:43:27 GMT 2024","Fri Mar 01 19:43:38 GMT 2024","11203","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"passed","Fri Mar 01 19:44:02 GMT 2024","Fri Mar 01 19:44:03 GMT 2024","1476","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","verifyLanguageByReminderText","Change login page language",""
"passed","Fri Mar 01 19:43:13 GMT 2024","Fri Mar 01 19:43:14 GMT 2024","1141","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"passed","Fri Mar 01 19:44:00 GMT 2024","Fri Mar 01 19:44:01 GMT 2024","1401","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","verifyLanguageByReminderText","Change login page language",""
"broken","Fri Mar 01 19:43:45 GMT 2024","Fri Mar 01 19:43:57 GMT 2024","11153","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","successfulLogin","Login with valid credentials",""
"passed","Fri Mar 01 19:43:43 GMT 2024","Fri Mar 01 19:43:45 GMT 2024","1323","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","openReminderPage","Open Send a reminder page",""
"broken","Fri Mar 01 19:43:15 GMT 2024","Fri Mar 01 19:43:26 GMT 2024","11261","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"passed","Fri Mar 01 19:43:39 GMT 2024","Fri Mar 01 19:43:41 GMT 2024","2020","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"passed","Fri Mar 01 19:43:57 GMT 2024","Fri Mar 01 19:43:59 GMT 2024","1488","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","verifyLanguageByReminderText","Change login page language",""
