"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Mar 01 19:48:29 GMT 2024","Fri Mar 01 19:48:40 GMT 2024","11380","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","successfulLogin","Login with valid credentials",""
"passed","Fri Mar 01 19:48:21 GMT 2024","Fri Mar 01 19:48:23 GMT 2024","2229","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"passed","Fri Mar 01 19:48:44 GMT 2024","Fri Mar 01 19:48:45 GMT 2024","1625","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","verifyLanguageByReminderText","Change login page language",""
"passed","Fri Mar 01 19:48:27 GMT 2024","Fri Mar 01 19:48:28 GMT 2024","1469","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","openReminderPage","Open Send a reminder page",""
"passed","Fri Mar 01 19:48:24 GMT 2024","Fri Mar 01 19:48:26 GMT 2024","1482","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","openRegistrationPage","Open Send a registration page",""
"passed","Fri Mar 01 19:48:46 GMT 2024","Fri Mar 01 19:48:48 GMT 2024","1655","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","verifyLanguageByReminderText","Change login page language",""
"passed","Fri Mar 01 19:48:41 GMT 2024","Fri Mar 01 19:48:43 GMT 2024","1663","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","verifyLanguageByReminderText","Change login page language",""
"passed","Fri Mar 01 19:47:55 GMT 2024","Fri Mar 01 19:47:56 GMT 2024","1411","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"broken","Fri Mar 01 19:47:57 GMT 2024","Fri Mar 01 19:48:08 GMT 2024","11341","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"broken","Fri Mar 01 19:48:09 GMT 2024","Fri Mar 01 19:48:20 GMT 2024","11406","Monkkee BVT","Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
